"ESTC_Number","Author","Author_dates","Title","Edition","Publication_City","Imprint","Imprint_Date","Regularized_Year","Pagination","Illustrations","Format","Citations"
"T119982","",NULL,"Capt. Alexander Hamilton - - - appellant. The Lords Directors of the East-India Company of Holland of the Chamber of Zealand - - - - respondents. The respondents case.","","[London,","","1732]",1732,"3,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1798"
"T120001","Buchan, Charles.","","Captain Charles Buchan, appellant. Mr. Thomas Buchan advocat, respondent. The appellant's case.","","[London,","s.n.,","1729]",1729,"3,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1431"
"T120003","Campbell, Elizabeth,","fl. 1732.","The Honourable Elizabeth Campbell, widow, and executrix of the Honourable John Campbell, Esq; deceased, appellant. John Aikinhead, Esq; respondent. The appellant's case.","","[London,","","1732]",1732,"3,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1784"
"T120009","Deakin, William,","fl. 1729.","William Brayne and Elizabeth his wife, and Henry Mytton, Esq; appellants. William Deakin and Susanna his wife, Mercy Kinersley, Robert Wilcox and Rachel his wife, ... Richard Woolaston and Rebecca his wife, and Richard Knight, sen. respondents. Case of the respondents William Deakin and Susanna his wife, Mercy Kinersley, Robert Wilcox and Rachael his wife.","","[London,","","1729]",1729,"3,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1409"
"T120010","Dene, Humphry.","","Philip Abel yeoman, and Christopher Border butcher, appellants. Humphry Dene, Esq; respondent. The respondent's case.","","[London,","","1729]",1729,"3,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1414"
"T120036","Moodie, Elizabeth.","","Eliz. Moodie spinster, appellant. John Stewart of Burgh, respondent. The appellant's case.","","[London,","","1729]",1729,"3,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1413"
"T120043","Ranby, John,","1703-1773.","John Ranby Esq; and Jane his wife, appellnts. George Downes, Robert Williamson, John Baines Esq; serjeant at law, John Milner Esq; and Sarah Barrett widow. Respnts. The said Sarah Barret, John Baines and John Milner, appellnts. The said John Ranby and Jane his wife, George Downes and Robert Williamson, respondnts. The case of the said John Ranby and Jane his wife, appellants in the original, and respondents to the appeal of Barrett and others.","","[London,","","1731]",1731,"3,[1]p ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1641"
"T120048","Shaw, William,","","William Sparrow and others, tenants in possession of divers lands in Flintshire, now in question; plaintiffs in a writ of error in Parliament. William Shaw, gent. Lessee of Ravenscroft Gifford, Esq; and of David Parry, gent. who was plaintiff in an ejectment brought for the said lands; defendant in error. The case of the defendant in error.","","[London,","s.n.,","1729]",1729,"3,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1424"
"T120066","Knight, Richard,","fl. 1729.","William Brayne and Elizabeth his wife, and Henry Mytton, Esq; appellants. William Deakin and Susanna his wife, Mercy Kinersley, Robert Wilcox and Rachel his wife, ... Richard Woolaston and Rebecca his wife, and Richard Knight, respondents. The respondent Richard Knight's case","","[London,","","1729]",1729,"3,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1410"
"T120170","Rucellai, Bernardo,","1449-1514.","Bernardi Oricellarii de bello italico commentarius, iterum in lucem editus.","","Londini :","Typis Gulielmi Bowyer,",1733.,1733,"XII,110,[2];60p. ;","","4⁰.","Maslen & Lancaster. Bowyer ledgers, 1891"
"T120270","",NULL,"The christian pattern:","The second edition revised.","London :","printed for John Nicholson at the King's Arms in Little Britain, Robert Knaplock at the Angel and Crown in St. Paul's Church-Yard, and Jonah Bowyer at the Rose in Ludgate-Street, near the West end of St. Paul's Church,",1710.,1710,"[16],lxxiv,[6],408p.,plates ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 50"
"T120278","Taylor, John,","1704-1766.","Oratio habita coram Academia Cantabrigiensi in templo Beatae Mariae, die solenni martyrii Caroli primi regis, A.D. MDCCXXX. A Joanne Taylor, A. M. Collegii Divi Joannis Evangelistae Socio.","","Londini :","typis Gul. Bowyer, sen. & jun. Prostat venalis apud Gul. Thurlbourn Cantabrigensem, R. Clements Oxoniensem, & bibliopolas Londinenses,","MDCCXXX. [1730]",1730,"28p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 1577"
"T120630","Mangey, Thomas,","1688-1755.","Practical discourses upon the Lord's Prayer.","","London :","printed by W. Bowyer for W. Innys at the Prince's Arms in St. Paul's Church-Yard,",1717.,1717,"[8],248p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 371"
"T120655","Hickes, George,","1642-1715.","Several letters which passed between Dr. George Hickes, and a popish priest,","The second edition corrected.","London :","printed for Richard Sare, at Grays-Inn Gate in Holborn,",1715.,1715,"[48],333,[85]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 228"
"T120661","Nelson, Robert,","1656-1715.","A companion for the festivals and fasts of the Church of England:","The fifteenth edition.","London :","printed for J. Walthoe, R. Wilkin, J. and J. Bonwicke, S. Birt, and T. Ward and E. Wicksteed,","MDCCXXXII. [1732]",1732,"[6],xxii,[4],636,[16]p.,plate ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 1748"
"T120721","Moss, Robert,","1666-1729.","Sermons and discourses on practical subjects:","","London :","printed by W. B. for Richard Williamson, and William Thurlbourn at Cambridge,",1732.,1732,"4v.,plate :","port. ;","8⁰.","Maslen & Lancaster. Bowyer ledgers, 1801"
"T120731","Boyer, Abel,","1667-1729.","The compleat French-Master,","The ninth edition, carefully corrected, and much i","London :","printed for Samuel Ballard, at the Blue Ball, in Little Britain; and Richard Williamson, near Grays-Inn Gate, in Holbourn,","MDCCXXV. [1725]",1725,"412p. :","music ;","8⁰.","Maslen & Lancaster. Bowyer ledgers, 1176"
"T120759","Boyer, Abel,","1667-1729.","The compleat French master","The thirteenth edition, carefully corrected, and m","London :","printed for D. Midwinter, R. Ware, C. Rivington, A. Ward, J. and P. Knapton, T. Longman, R. Hett, C. Hitch, S. Austen, J. Wood, T. Woodward, and J. Pemberton,","MDCCXLI. [1741]",1741,"416p. :","music ;","8⁰.","Maslen and Lancaster. Bowyer ledgers, 2917"
"T120917","Johnson, John,","1662-1725.","The clergyman's vade-mecum:","","London :","printed for R. Knaplock; and S. Ballard,",1731.,1731,"xvi,[8],cxv,[5],336,[48]p. ;","","12⁰.","Maslen & Lancaster. Bowyer ledgers, 1590"
"T120923","",NULL,"The magistrates and town council of Perth, for themselves and on behalf of the community of said burgh, appellants. The presbytery of Perth, respondets. [sic] The appellants case.","","[London,","","1730]",1730,"3,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1508"
"T120939","Davis, Henry,","","Henry Davis, gent. the surviving executor of Dame Margaret Boreman deceased, and brother and heir of Elizabeth Gibbs, his late sister, deceased, appellant. Henry Gibbs, administrator of the said Elizabeth Gibbs, his late wife, deceased, respondent. The appellant's case.","","[London,","","1730]",1730,"3,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1518"
"T120942","Douglas, Archibald Douglas,","1691-1761.","His Grace Archibald Duke of Douglas, appellant. The Right Honourable William Lord Strathnaver, respondent. The appellant's case.","","[London,","","1730]",1730,"3,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1502"
"T120954","Hopkins, Bertie.","","Bertie Hopkins, gent. and Margaret his wife, appellants.","","[London,","s.n.,","1730]",1730,"4p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1525"
"T120964","Moodie, Elizabeth.","","Eliz. Moodie spinster, a pauper, appellant. John Stewart of Burgh, respondent. The appellant's case.","","[London,","","1730]",1730,"3,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1497"
"T120973","Ross, Robert,","fl. 1730.","Robert Ross, John Gordon, and Alexander Hamilton, appellants. Samuel Close, clerk, and Catharine his wife, Margaret Close and Mary Close, infants by the said Samuel Close their father, respondents. The appellants case.","","[London,","","1730]",1730,"3,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1498"
"T120976","Smollet, George,","d. 1744.","George Smollet Provost of the Burgh of Dumbarton, James Duncanson and Humphry Collquhonn Baillies of the said Burgh; Giles Mitchel Dean of Guild, James Nicoll Treasurer of the said Burgh; Sir James Smaller, Dongal Campbell of Craignish, John Semple of Dulmoack, James Champbell, Son of William Campbell, late Baillie of Dumbarton, Jomes Houal Merchant; John Irwine, William Curroch, John Glen, William Wilson, and John Campbell, Counsellor of the said Burgh; Archibald Cook Common Clerk, Allan Semple Officer, and John Campbell Master of the Works of the said Burgh of Dumbarton, appellants. William Buntin, David Colquhon. David Weir, Alexander Weir Merchant, Robert Lally, William Traquair, William Buntine younger; John Buchannan, Rober Mcallaster, Alexander Weir Tailor; Robert Mitchel, John Kennedy, William Lange, Patrick Hutchinson, David Hutchinson, John Colquhon, William Mitchel, James Smith, and Alexander Gardiner, respondents. The appellant's case.","","[London,","s.n.,","1730]",1730,"3,[1]p ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1500"
"T120981","Wing, Richard.","","Alexander Small, administrator of the goods and chattels of Mary his late wife deceased, appellant. Richard Wing, the surviving executor of Peter Wing, his late father, deceased, and John Wing, devisees of the said Peter Wing. Respondents. The respondents case.","","[London,","s.n.,","1730]",1730,"4p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1524"
"T120987","Gordon, James,","ca. 1678-1734.","James Gordon of Craighlaw, appellant. Patrick Crawfurd the father, and Patrick Crawfurd the son, respondents. The appellant's case.","","[London,","","1730]",1730,"3,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1546"
"T121018","Davis, Henry,","","Henry Davis, gent. the surviving executor of Dame Margaret Boreman deceased, and brother and heir of Elizabeth Gibbs, his late sister, deceased, - - - - - appellant. Henry Gibbs, administrator of the said Elizabeth Gibbs, his late wife, deceased, - - - - respondent. The appellant's case.","","[London,","","1730]",1730,"4p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1518"
"T121137","Boyer, Abel,","1667-1729.","The compleat French master","The twelfth edition, carefully corrected, and much","London :","printed for Samuel Ballard, at the Blue Ball in Little Britain,","MDCCXXXVII. [1737]",1737,"416p. :","music ;","8⁰.","Maslen & Lancaster. Bowyer ledgers, 2387"
"T121146","Mangey, Thomas,","1688-1755.","Practical discourses upon the Lord's prayer.","The third edition.","London :","printed for William and John Innys at the West End of St. Paul's Church-Yard,",1721.,1721,"[8],248p ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 767"
"T121169","Cheselden, William,","1688-1752.","The anatomy of the human body.","The fourth edition. With the addition of an append","London :","printed by W. Bowyer: and sold by J. and J. Knapton, A. Bettesworth, J. Osborn and Tho. Longman, J. Noon, and J. Clark, at the Royal-Exchange,","MDCCXXX. [1730]",1730,"[16],255[i.e.355],[1]p.,plates ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 1581"
"T121198","Constable, John,","1676-1743.","The doctrine of antiquity concerning the most blessed eucharist,","","London :","[s.n.],","Printed in the year MDCCXXXVI. [1736]",1736,"[2],v,[9],153,[1]p. ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 2331"
"T121277","Keill, James,","1673-1719.","Essays on several parts of the animal oeconomy.","The second edition, corrected and enlarged.","London :","printed for George Strahan at the Golden Ball against the Royal Exchange,",1717.,1717,"[2],xxviii,233[i.e.237],[3]p. :","ill. ;","8⁰.","Maslen & Lancaster. Bowyer ledgers, 383"
"T121575","Booth, George,","","George Legh, Esq; appellant. The Right Honourable George Earl of Warrington, Henry Legh, junior, gent. and Sir Henry Mainwaring, Bart. respondents. The case of the respondent the Earl of Warrington.","","[London,","s.n.,","1733]",1733,"3,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1914"
"T121585","",NULL,"The magistrates and town council of the City of Edinburgh, appellants. Thomas Haddoway and George Arnott, respondents. The appellant's case.","","[London,","","1733]",1733,"3,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1930"
"T121594","Heron, Patrick,","ca. 1672-1761.","Patrick Heron, of Heron Esq; appellant. His Grace Charles Duke of Queensberry and Dover, respondent. The appellants case.","","[London,","","1733]",1733,"3,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1928"
"T121610","Paterson, Thomas.","","Thomas Patterson, Esq; appellant. Richard Graham, merchant, respondent. The appellants case.","","[London,","","1733]",1733,"3,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1917"
"T121616","Annandale, George Van den Bempdé,","1720-1792.","The most Honourable Charlotta Marchioness Dowager of Anandale, and Sir James Johnstoun, Bart. appellants. George Marquis of Anandale, an infant, by William Lord Viscount Vane ... the Right Honourable Charles Earl of Hopton, Henrietta Countess of Hopton, and John Lord Hope, respondents. Case of the respondent the Marquis of Anandale.","","[London,","","1733]",1733,"3,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1916"
"T121633","Wauchope, James,","d. 1768.","His Grace John Duke of Roxburgh, appellant. James Wauchope of Edmonstoun Esq; respondent. Et é contra. The case of James Wauchope of Edmonstoun respondent in the original, and appellant in the cross-appeal.","","[London,","s.n.,","1733]",1733,"3,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 1936"
"T122148","Hooper, George,","1640-1727.","De Valentinianorum hæresi conjecturæ,","","Londini :","sumptibus auctoris, typis Gul. Bowyer,",1711.,1711,"27,[1]p.,plate ;","","4⁰.","Maslen & Lancaster. Bowyer ledgers, 55"
"T122438","Voltaire,","1694-1778.","Histoire de Charles XII.","Seconde edition, révuê & corrigée par l'auteur.","Basle [i.e. London?] :","chez Christophe Revis,",1732.,1732,"2v.,plate :","port. ;","8⁰.","Maslen & Lancaster. Bowyer ledgers, 1794"
"T122580","",NULL,"A report from the committee appointed by order of the House of Commons to examine Christopher Layer, and others;","","London :","printed for Jacob Tonson, Bernard Lintot, and William Taylor,","1722 [i.e. 1723]",1723,"13pts. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 936"
"T122689","Solleysel, Jacques de,","1617-1680.","The compleat horseman:","","London :","printed for J. Walthoe, R. Wilkin, J. and J. Bonwicke, S. Birt, T. Ward and E. Wicksteed; and T Osborn,",1729.,1729,"[16],376,[16]p.,plates ;","","8⁰.","Maslen & Lancaster. Bowyer ledgers, 1429"
"T122693","Anderson, Thomas,","b. ca. 1670.","Thomas Anderson the elder an ideot, by William Chatto, writer in Edinburgh his curator, and Thomas Anderson the younger eldest son of the said Thomas Anderson the elder paupers. Appellants. John Bull and Isabel his wife, William Couts husband ... of Elizabeth his late wife, James Purdie and Margaret his wife, ... Respondents. The appellant's case","","[London,","","1734]",1734,"3,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 2027"
"T122707","Francia, Moses.","","Cuthbert Jackson, surviving executor of Francis Francia, who was the son and surviving executor of Domingo Francia. Appelant. Moses Francia, son and surviving executor of Peter Francia, who was son and surviving executor of George Francia, eldest brother of the said Domingo Francia. Respondent. The respondent's case.","","[London,","","1734]",1734,"3,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 2042"
"T122728","Stafford, Arthur.","","Arthur Stafford Esq; and Susanna his wife, appellants. The Honourable Nassau Powlett Esq; commonly called Lord Nassau Powlett, executor of the honourable major general James Crofts; ... respondents. The appellant's case.","","[London,","","1734]",1734,"3,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 2031"
"T122734","Wauchope, James,","d. 1768.","His Grace John Duke of Roxburgh, appellant. James Wauchope of Edmonstoun Esq; respondent. Et è contra. The case of James Wauchope of Edmonstoun respondent in the original, and appellant in the cross-appeal.","","[London,","","1734]",1734,"3,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 2025"
"T123024","Kerr, Christiana.","","His Grace John Duke of Roxburghe, appellant. Christian Kerr of Chatto, Charles Kerr, Esq; her husband, and captain William Elliot. Respondents. The respondents case.","","[London,","s.n.,","1735]",1735,"3,[1]p. ;","","2⁰.","Maslen & Lancaster. Bowyer ledgers, 2138"
